순위	player	team	avg	g	pa	ab	r	h	2b	3b	hr	tb	rbi	sac	sf	year	position	bb	ibb	hbp	so	gdp	slg	obp	ops	mh	risp	ph-ba	xbh	go	ao	go/ao	gw/rbi	bb/k	p/pa	isop	xr	gpa	pk
67	배병옥	KT	0.26	65	55	50	10	13	1	0	0	14	3	1	0	2016	outfielder	4	0	0	18	0	0.28	0.315	0.595	2	0.167	0.5	1	12	7	1.71	1	0.22	4.09	0.02	4.7	0.212	2016_배병옥
68	유재신	넥센	0.258	93	74	62	20	16	0	0	0	16	6	2	0	2016	outfielder	10	0	0	12	0	0.258	0.361	0.619	1	0.35	0	0	19	15	1.27	0	0.83	4	0	7.9	0.227	2016_유재신
69	전준우	롯데	0.253	25	113	99	16	25	7	0	2	38	10	1	0	2016	outfielder	7	0	6	25	4	0.384	0.339	0.723	7	0.259	0	9	26	23	1.13	0	0.28	3.81	0.131	11.6	0.249	2016_전준우
70	김원석	한화	0.25	11	9	8	2	2	0	0	0	2	0	0	0	2016	outfielder	1	0	0	5	0	0.25	0.333	0.583	1	0	0	0	0	1	0	0	0.2	4	0	0.8	0.212	2016_김원석
70	김사연	KT	0.25	20	63	56	6	14	1	0	0	15	4	0	0	2016	outfielder	7	0	0	10	3	0.268	0.333	0.601	2	0.308	0	1	15	17	0.88	1	0.7	3.92	0.018	4.2	0.217	2016_김사연
72	정수빈	두산	0.242	114	305	269	49	65	7	2	2	82	20	4	1	2016	outfielder	25	0	6	48	7	0.305	0.319	0.624	16	0.243	0	11	90	67	1.34	1	0.52	4	0.063	27.6	0.22	2016_정수빈
73	조동화	SK	0.238	76	172	143	24	34	5	0	0	39	16	8	2	2016	outfielder	15	0	4	17	2	0.273	0.323	0.596	7	0.233	0	5	54	40	1.35	1	0.88	4.21	0.035	15.4	0.214	2016_조동화
74	장운호	한화	0.237	51	85	76	7	18	2	1	0	22	11	3	0	2016	outfielder	4	0	2	16	1	0.289	0.293	0.582	5	0.381	0.333	3	18	24	0.75	1	0.25	3.76	0.053	6.4	0.204	2016_장운호
75	나경민	롯데	0.232	35	66	56	13	13	2	0	0	15	3	1	1	2016	outfielder	8	0	0	18	0	0.268	0.323	0.591	3	0.067	0	2	14	12	1.17	0	0.44	4.29	0.036	5.6	0.212	2016_나경민
76	장민석	한화	0.229	98	227	205	38	47	7	3	1	63	16	6	0	2016	outfielder	16	0	0	44	3	0.307	0.285	0.592	9	0.22	0.25	11	76	38	2	2	0.36	4.04	0.078	17.2	0.205	2016_장민석
77	홍성갑	넥센	0.226	44	68	62	4	14	0	1	0	16	7	0	0	2016	outfielder	1	0	5	18	2	0.258	0.294	0.552	0	0.235	0.217	1	13	17	0.76	0	0.06	3.72	0.032	4.6	0.197	2016_홍성갑
78	김상현	KT	0.225	62	246	222	29	50	5	0	11	88	32	0	2	2016	outfielder	20	0	2	48	10	0.396	0.293	0.689	10	0.233	0	16	74	52	1.42	0	0.42	3.94	0.171	24.8	0.231	2016_김상현
79	우동균	삼성	0.221	33	82	68	14	15	1	0	2	22	10	1	1	2016	outfielder	12	0	0	10	0	0.324	0.333	0.657	3	0.286	0.231	3	16	28	0.57	1	1.2	4.5	0.103	9.2	0.231	2016_우동균
80	하준호	KT	0.219	94	217	187	26	41	5	0	3	55	15	4	1	2016	outfielder	20	0	5	63	3	0.294	0.31	0.604	8	0.208	0.238	8	55	29	1.9	2	0.32	4.07	0.075	19.6	0.213	2016_하준호
81	김원섭	KIA	0.219	37	90	73	10	16	5	0	0	21	12	1	1	2016	outfielder	15	0	0	16	2	0.288	0.348	0.636	3	0.3	0.385	5	28	14	2	2	0.94	4.14	0.068	8.8	0.229	2016_김원섭
83	이우성	두산	0.2	2	5	5	0	1	0	0	0	1	0	0	0	2016	outfielder	0	0	0	2	0	0.2	0.2	0.4	0	0	0	0	2	0	-	0	0	4.2	0	0.1	0.14	2016_이우성
83	김민하	롯데	0.2	46	49	45	8	9	1	0	1	13	1	2	0	2016	outfielder	1	0	1	19	2	0.289	0.234	0.523	0	0	0.333	2	8	9	0.89	0	0.05	4.08	0.089	3	0.178	2016_김민하
83	오현근	롯데	0.2	19	17	15	4	3	0	0	0	3	2	0	0	2016	outfielder	2	0	0	5	0	0.2	0.294	0.494	0	0.333	0.4	0	7	0	-	0	0.4	3.94	0	1.4	0.182	2016_오현근
86	강지광	넥센	0.197	40	80	66	10	13	2	0	1	18	7	1	1	2016	outfielder	11	0	1	24	1	0.273	0.316	0.589	2	0.15	0	3	12	18	0.67	0	0.46	3.86	0.076	6.3	0.21	2016_강지광
87	이우민	롯데	0.193	52	98	83	19	16	5	0	1	24	8	4	0	2016	outfielder	7	0	4	16	3	0.289	0.287	0.576	3	0.103	0.2	6	33	18	1.83	0	0.44	3.61	0.096	6.4	0.201	2016_이우민
88	김기현	SK	0.188	14	17	16	3	3	1	0	0	4	0	0	0	2016	outfielder	1	0	0	6	0	0.25	0.235	0.485	0	0	0.429	1	4	3	1.33	0	0.17	4.06	0.063	0.8	0.168	2016_김기현
89	이진석	SK	0.186	41	45	43	6	8	1	1	0	11	2	0	0	2016	outfielder	2	0	0	19	1	0.256	0.222	0.478	0	0.125	0	2	8	8	1	0	0.11	4.27	0.07	1.8	0.164	2016_이진석
90	허정협	넥센	0.176	13	20	17	0	3	0	0	0	3	1	0	0	2016	outfielder	3	0	0	7	1	0.176	0.3	0.476	0	0.5	0.333	0	3	4	0.75	0	0.43	3.75	0	0.8	0.179	2016_허정협
91	김인태	두산	0.167	14	19	18	0	3	1	0	0	4	3	0	0	2016	outfielder	1	0	0	4	0	0.222	0.211	0.433	0	0.375	0.429	1	6	5	1.2	0	0.25	4.42	0.056	0.7	0.15	2016_김인태
91	나성용	삼성	0.167	6	13	12	1	2	0	0	0	2	0	0	0	2016	outfielder	1	0	0	5	0	0.167	0.231	0.398	0	0	0.25	0	2	3	0.67	0	0.2	3.69	0	0.4	0.146	2016_나성용
93	이영욱	삼성	0.163	104	52	49	16	8	1	0	1	12	4	0	0	2016	outfielder	2	0	1	21	1	0.245	0.212	0.457	0	0.143	0.1	2	15	5	3	0	0.1	3.69	0.082	2.1	0.157	2016_이영욱
94	이재율	NC	0.154	32	13	13	9	2	0	0	0	2	0	0	0	2016	outfielder	0	0	0	3	0	0.154	0.154	0.308	0	0	0	0	5	3	1.67	0	0	3.23	0	1.1	0.108	2016_이재율
94	이호신	KIA	0.154	51	43	39	1	6	2	0	0	8	2	1	1	2016	outfielder	2	0	0	10	1	0.205	0.19	0.395	1	0.143	0	2	5	19	0.26	0	0.2	3.56	0.051	1	0.137	2016_이호신
96	김재유	롯데	0.148	21	30	27	8	4	0	0	0	4	1	1	0	2016	outfielder	1	0	1	7	1	0.148	0.207	0.355	1	0.167	0	0	11	5	2.2	0	0.14	4.27	0	-0.4	0.13	2016_김재유
98	김진곤	KT	0.125	13	8	8	1	1	0	0	0	1	0	0	0	2016	outfielder	0	0	0	1	0	0.125	0.125	0.25	0	0	0	0	4	2	2	0	0	3.75	0	-0.1	0.088	2016_김진곤
99	최선호	삼성	0.115	60	27	26	11	3	1	0	0	4	3	0	0	2016	outfielder	1	0	0	11	0	0.154	0.148	0.302	0	0.222	0	1	7	5	1.4	0	0.09	4.15	0.038	-0.6	0.105	2016_최선호
100	윤병호	NC	0.111	11	9	9	3	1	0	0	1	4	3	0	0	2016	outfielder	0	0	0	3	0	0.444	0.111	0.555	0	0.333	0.25	1	2	3	0.67	0	0	4.44	0.333	0.7	0.161	2016_윤병호
101	송주호	한화	0.106	33	52	47	3	5	0	0	0	5	1	2	0	2016	outfielder	3	0	0	12	1	0.106	0.16	0.266	0	0	0	0	20	10	2	0	0.25	3.48	0	-1.3	0.099	2016_송주호
102	김민혁	KT	0.103	26	31	29	3	3	1	0	0	4	0	0	0	2016	outfielder	2	0	0	8	0	0.138	0.161	0.299	0	0	0.111	1	8	10	0.8	0	0.25	4	0.034	0	0.107	2016_김민혁
103	이상훈	삼성	0.083	8	14	12	0	1	0	0	0	1	0	2	0	2016	outfielder	0	0	0	4	0	0.083	0.083	0.166	0	0	0	0	2	5	0.4	0	0	3.64	0	-0.4	0.058	2016_이상훈
103	김민준	넥센	0.083	20	13	12	4	1	0	0	0	1	0	0	0	2016	outfielder	1	0	0	5	0	0.083	0.154	0.237	0	0	0	0	4	2	2	0	0.2	3.38	0	-0.5	0.09	2016_김민준
105	강구성	NC	0	2	3	3	0	0	0	0	0	0	0	0	0	2016	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	2	0	-	0	0	4.67	0	-0.3	0	2016_강구성
105	이동훈	한화	0	17	2	2	3	0	0	0	0	0	0	0	0	2016	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3.5	0	-0.2	0	2016_이동훈
105	정현석	한화	0	3	8	8	0	0	0	0	0	0	0	0	0	2016	outfielder	0	0	0	2	2	0	0	0	0	0	0	0	3	3	1	0	0	4	0	-1.5	0	2016_정현석
105	김대우	롯데	0	2	2	1	0	0	0	0	0	0	0	0	0	2016	outfielder	1	0	0	0	0	0	0.5	0.5	0	0	0	0	1	0	-	0	-	4	0	0.3	0.225	2016_김대우
105	홍창기	LG	0	3	5	4	0	0	0	0	0	0	0	0	0	2016	outfielder	0	0	1	0	0	0	0.2	0.2	0	0	0	0	3	1	3	0	-	5	0	0	0.09	2016_홍창기
1	김태우	NC	0.429	3	7	7	0	3	0	0	0	3	2	0	0	2017	catcher	0	0	0	0	1	0.429	0.429	0.858	0	1	0	0	3	1	3	0	-	3	0	0.8	0.3	2017_김태우
2	박유연	두산	0.333	3	3	3	0	1	0	0	0	1	0	0	0	2017	catcher	0	0	0	2	0	0.333	0.333	0.666	0	0	0	0	0	0	-	0	0	3.67	0	0.3	0.233	2017_박유연
3	최경철	삼성	0.313	25	39	32	5	10	2	0	2	18	7	0	1	2017	catcher	3	0	3	10	0	0.563	0.41	0.973	1	0.429	0	4	6	7	0.86	0	0.3	4.46	0.25	7.7	0.325	2017_최경철
4	강민호	롯데	0.285	130	515	456	62	130	22	1	22	220	68	0	3	2017	catcher	41	6	15	104	15	0.482	0.361	0.843	38	0.27	0.167	45	124	101	1.23	5	0.39	3.86	0.197	74.3	0.283	2017_강민호
5	박세혁	두산	0.284	97	237	201	41	57	8	0	5	80	26	8	4	2017	catcher	19	0	5	44	1	0.398	0.354	0.752	9	0.264	0.25	13	46	58	0.79	3	0.43	3.66	0.114	31.3	0.259	2017_박세혁
6	이성우	SK	0.279	64	125	111	6	31	5	0	1	39	14	7	0	2017	catcher	6	0	1	17	2	0.351	0.322	0.673	7	0.333	0	6	49	14	3.5	1	0.35	3.86	0.072	12.1	0.233	2017_이성우
7	유강남	LG	0.278	118	364	324	43	90	13	0	17	154	66	9	2	2017	catcher	14	0	15	72	4	0.475	0.335	0.81	24	0.383	0.167	30	78	86	0.91	3	0.19	3.55	0.198	52	0.27	2017_유강남
8	양의지	두산	0.277	111	406	347	47	96	15	0	14	153	67	1	3	2017	catcher	43	1	12	53	17	0.441	0.373	0.814	21	0.302	0.154	29	86	115	0.75	7	0.81	3.81	0.164	54.8	0.278	2017_양의지
9	이해창	KT	0.272	114	283	254	33	69	11	0	11	113	44	6	2	2017	catcher	19	1	1	50	5	0.445	0.322	0.767	15	0.31	0.333	22	58	79	0.73	4	0.38	3.88	0.173	35	0.256	2017_이해창
10	박동원	넥센	0.27	103	284	256	33	69	9	0	11	111	39	6	2	2017	catcher	17	0	3	56	9	0.434	0.32	0.754	14	0.292	0.286	20	64	69	0.93	2	0.3	3.64	0.164	34	0.253	2017_박동원
11	김태군	NC	0.265	132	420	362	33	96	19	0	3	124	34	18	2	2017	catcher	16	0	22	43	11	0.343	0.333	0.676	19	0.257	0	22	105	120	0.88	2	0.37	3.44	0.077	40.7	0.236	2017_김태군
12	정상호	LG	0.263	79	150	137	16	36	3	0	3	48	17	4	0	2017	catcher	4	0	5	32	8	0.35	0.308	0.658	8	0.239	0.286	6	42	27	1.56	1	0.13	3.68	0.088	12.4	0.226	2017_정상호
13	최재훈	한화	0.257	104	309	269	22	69	10	0	1	82	16	6	0	2017	catcher	26	0	8	36	10	0.305	0.34	0.645	15	0.21	0.5	11	94	70	1.34	1	0.72	4.17	0.048	26.8	0.229	2017_최재훈
14	정범모	한화	0.256	22	50	43	5	11	2	0	1	16	3	2	0	2017	catcher	5	0	0	15	0	0.372	0.333	0.705	2	0.125	0	3	10	7	1.43	0	0.33	4	0.116	5.7	0.243	2017_정범모
15	이재원	SK	0.242	114	350	314	32	76	15	0	9	118	42	8	4	2017	catcher	16	0	8	55	9	0.376	0.292	0.668	20	0.229	0.286	24	90	97	0.93	3	0.29	3.45	0.134	34.2	0.225	2017_이재원
16	이지영	삼성	0.238	105	336	302	31	72	10	2	0	86	26	6	3	2017	catcher	20	1	5	40	16	0.285	0.294	0.579	15	0.207	0.444	12	116	77	1.51	0	0.5	3.32	0.046	21.9	0.204	2017_이지영
17	조윤준	LG	0.237	25	43	38	3	9	0	0	0	9	8	2	1	2017	catcher	2	0	0	6	2	0.237	0.268	0.505	2	0.333	0	0	14	10	1.4	2	0.33	3.07	0	2.2	0.18	2017_조윤준
18	장성우	KT	0.231	118	348	294	28	68	11	1	8	105	46	4	5	2017	catcher	43	1	2	59	13	0.357	0.328	0.685	13	0.237	0.16	20	82	90	0.91	8	0.73	4.18	0.126	34.8	0.237	2017_장성우
19	윤요섭	KT	0.231	22	43	39	6	9	1	0	2	16	6	0	0	2017	catcher	4	0	0	7	1	0.41	0.302	0.712	1	0.273	0.091	3	13	10	1.3	1	0.57	3.56	0.179	4.8	0.238	2017_윤요섭
20	한승택	KIA	0.229	96	91	83	7	19	2	1	0	23	7	1	0	2017	catcher	6	0	1	25	1	0.277	0.289	0.566	3	0.261	0	3	27	12	2.25	0	0.24	4.44	0.048	6.6	0.199	2017_한승택
21	허도환	한화	0.225	30	49	40	4	9	3	0	1	15	4	3	0	2017	catcher	4	0	2	10	2	0.375	0.326	0.701	1	0.182	0	4	10	11	0.91	1	0.4	4.12	0.15	4.7	0.24	2017_허도환
22	김민식	KIA	0.222	137	392	352	39	78	9	2	4	103	40	7	2	2017	catcher	26	0	5	55	7	0.293	0.283	0.576	14	0.34	0	15	90	131	0.69	5	0.47	3.64	0.071	29.3	0.201	2017_김민식
23	나원탁	삼성	0.217	12	23	23	2	5	1	0	0	6	0	0	0	2017	catcher	0	0	0	12	0	0.261	0.217	0.478	1	0	0.5	1	4	2	2	0	0	3.43	0.043	1	0.163	2017_나원탁
24	권정웅	삼성	0.212	61	112	99	11	21	3	0	6	42	11	4	0	2017	catcher	8	0	1	31	4	0.424	0.278	0.702	4	0.111	0	9	27	20	1.35	0	0.26	3.73	0.212	11.3	0.231	2017_권정웅
25	차일목	한화	0.207	52	112	92	7	19	3	0	1	25	7	4	0	2017	catcher	13	0	3	21	5	0.272	0.324	0.596	4	0.156	0	4	30	22	1.36	1	0.62	4.17	0.065	8	0.214	2017_차일목
26	주효상	넥센	0.195	64	129	118	10	23	5	0	1	31	9	0	0	2017	catcher	9	0	2	51	2	0.263	0.264	0.527	4	0.233	0.5	6	23	21	1.1	2	0.18	4.17	0.068	7.6	0.185	2017_주효상
27	박광열	NC	0.19	60	66	63	5	12	7	1	1	24	1	1	0	2017	catcher	2	0	0	18	3	0.381	0.215	0.596	2	0	1	9	19	14	1.36	0	0.11	3.38	0.19	3.9	0.192	2017_박광열
28	이홍구	SK	0.188	53	110	101	14	19	3	0	10	52	18	1	1	2017	catcher	5	0	2	43	2	0.515	0.239	0.754	2	0.185	0.2	13	17	23	0.74	1	0.12	4	0.327	13.9	0.236	2017_이홍구
29	김사훈	롯데	0.184	57	89	76	1	14	3	0	0	17	8	5	1	2017	catcher	6	0	1	21	2	0.224	0.25	0.474	2	0.172	0	3	22	20	1.1	0	0.29	3.76	0.039	4.3	0.169	2017_김사훈
30	백용환	KIA	0.176	15	20	17	2	3	0	0	0	3	1	0	0	2017	catcher	3	0	0	3	2	0.176	0.3	0.476	1	0.2	0	0	4	7	0.57	0	1	4.05	0	0.5	0.179	2017_백용환
31	김만수	KT	0.167	10	6	6	0	1	0	0	0	1	0	0	0	2017	catcher	0	0	0	3	0	0.167	0.167	0.334	0	0	0	0	1	1	1	0	0	3.33	0	0	0.117	2017_김만수
34	조인성	한화	0.138	16	29	29	1	4	0	0	0	4	0	0	0	2017	catcher	0	0	0	9	1	0.138	0.138	0.276	1	0	0	0	8	8	1	0	0	3.93	0	-0.7	0.097	2017_조인성
35	김종민	NC	0.136	22	24	22	2	3	0	0	0	3	1	0	0	2017	catcher	2	0	0	2	1	0.136	0.208	0.344	0	0.2	0	0	10	7	1.43	0	1	3.38	0	0.1	0.128	2017_김종민
36	신진호	NC	0.083	9	12	12	1	1	1	0	0	2	0	0	0	2017	catcher	0	0	0	5	0	0.167	0.083	0.25	0	0	0	1	4	2	2	0	0	3.42	0.083	-0.3	0.079	2017_신진호
37	이정훈	KIA	0	4	3	2	0	0	0	0	0	0	0	0	0	2017	catcher	0	0	1	1	0	0	0.333	0.333	0	0	0	0	0	1	0	0	0	3.33	0	0.2	0.15	2017_이정훈
37	박상언	한화	0	4	4	2	1	0	0	0	0	0	0	0	0	2017	catcher	2	0	0	1	0	0	0.5	0.5	0	0	0	0	0	1	0	0	2	4.25	0	0.5	0.225	2017_박상언
37	강동관	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0	2017	catcher	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0	2017_강동관
37	나종덕	롯데	0	5	4	4	0	0	0	0	0	0	0	0	0	2017	catcher	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	-0.4	0	2017_나종덕
1	김주성	LG	1	2	1	1	1	1	0	0	0	1	0	0	0	2017	infielder	0	0	0	0	0	1	1	2	0	0	0	0	0	0	-	0	-	6	0	0.5	0.7	2017_김주성
2	노관현	KIA	0.5	9	6	6	0	3	0	0	0	3	1	0	0	2017	infielder	0	0	0	2	0	0.5	0.5	1	0	0.333	0.75	0	0	1	0	0	0	3.5	0	1.2	0.35	2017_노관현
3	김선빈	KIA	0.37	137	529	476	84	176	34	1	5	227	64	5	4	2017	infielder	39	4	5	40	10	0.477	0.42	0.897	51	0.382	0.167	40	153	111	1.38	11	0.98	3.51	0.107	85.4	0.308	2017_김선빈
4	박민우	NC	0.363	106	452	388	84	141	25	4	3	183	47	3	4	2017	infielder	46	0	11	51	8	0.472	0.441	0.913	44	0.356	0.5	32	110	90	1.22	10	0.9	3.76	0.108	78	0.316	2017_박민우
5	손시헌	NC	0.35	124	391	349	32	122	17	1	5	156	45	13	5	2017	infielder	16	1	8	44	5	0.447	0.386	0.833	38	0.304	0	23	90	98	0.92	0	0.36	3.38	0.097	58	0.285	2017_손시헌
6	김태균	한화	0.34	94	407	356	51	121	22	0	17	194	76	0	4	2017	infielder	43	7	4	56	13	0.545	0.413	0.958	37	0.398	0	39	89	94	0.95	4	0.77	3.97	0.205	71.7	0.322	2017_김태균
7	로사리오	한화	0.339	119	510	445	100	151	30	1	37	294	111	0	5	2017	infielder	50	4	10	61	12	0.661	0.414	1.075	44	0.373	0.5	68	122	116	1.05	7	0.82	3.54	0.321	108.1	0.352	2017_로사리오
8	이상호	NC	0.335	95	241	227	33	76	8	0	0	84	15	5	0	2017	infielder	7	0	2	15	7	0.37	0.36	0.73	17	0.269	0.2	8	84	52	1.62	1	0.47	3.1	0.035	28.2	0.255	2017_이상호
9	윤진호	LG	0.333	14	3	3	1	1	0	0	0	1	1	0	0	2017	infielder	0	0	0	1	0	0.333	0.333	0.666	0	0.5	0	0	0	1	0	0	0	4	0	0.3	0.233	2017_윤진호
9	최정민	KIA	0.333	8	9	9	1	3	1	0	0	4	1	0	0	2017	infielder	0	0	0	4	0	0.444	0.333	0.777	1	0.25	0	1	2	0	-	0	0	3.89	0.111	1.1	0.261	2017_최정민
9	최정용	SK	0.333	5	8	6	1	2	0	0	0	2	0	1	0	2017	infielder	1	0	0	0	0	0.333	0.429	0.762	0	0	0	0	2	2	1	0	-	3.38	0	0.7	0.276	2017_최정용
12	서건창	넥센	0.332	139	615	539	87	179	28	3	6	231	76	2	6	2017	infielder	67	1	1	68	11	0.429	0.403	0.832	50	0.365	1	37	170	128	1.33	9	0.99	3.91	0.096	92	0.289	2017_서건창
13	정근우	한화	0.33	105	442	391	73	129	22	0	11	184	46	5	3	2017	infielder	32	3	10	48	12	0.471	0.392	0.863	41	0.341	0	33	118	99	1.19	6	0.67	3.58	0.141	65.8	0.294	2017_정근우
14	송광민	한화	0.327	117	473	437	71	143	26	0	13	208	75	4	8	2017	infielder	21	1	3	88	11	0.476	0.356	0.832	45	0.291	0.25	39	117	97	1.21	6	0.24	3.6	0.149	68.8	0.279	2017_송광민
15	이정후	넥센	0.324	144	622	552	111	179	29	8	2	230	47	2	2	2017	infielder	60	2	6	67	9	0.417	0.395	0.812	52	0.321	0	39	182	126	1.44	5	0.9	4.04	0.092	88.6	0.282	2017_이정후
16	채태인	넥센	0.322	109	384	342	46	110	23	1	12	171	62	0	3	2017	infielder	34	2	5	94	9	0.5	0.388	0.888	28	0.317	0.333	36	76	65	1.17	4	0.36	3.89	0.178	60.8	0.3	2017_채태인
17	최항	SK	0.321	37	116	106	14	34	8	0	1	45	16	2	2	2017	infielder	3	0	3	29	1	0.425	0.351	0.776	9	0.429	0.333	9	20	25	0.8	2	0.1	3.88	0.104	15.2	0.264	2017_최항
18	이대호	롯데	0.32	142	608	540	73	173	13	0	34	288	111	0	3	2017	infielder	50	8	15	84	22	0.533	0.391	0.924	52	0.341	0	47	118	168	0.7	14	0.6	3.7	0.213	101.8	0.309	2017_이대호
19	김성훈	삼성	0.318	47	166	151	27	48	4	2	0	56	18	1	1	2017	infielder	12	0	1	16	2	0.371	0.37	0.741	14	0.357	0	6	54	34	1.59	1	0.75	3.72	0.053	20.7	0.259	2017_김성훈
20	최정	SK	0.316	130	527	430	89	136	18	1	46	294	113	0	8	2017	infielder	70	10	19	107	8	0.684	0.427	1.111	34	0.388	0	65	63	132	0.48	10	0.65	4.23	0.367	116.4	0.363	2017_최정
21	안치홍	KIA	0.316	132	545	487	95	154	29	2	21	250	93	6	5	2017	infielder	43	1	4	70	19	0.513	0.373	0.886	47	0.319	0	52	123	145	0.85	9	0.61	3.83	0.197	85.9	0.296	2017_안치홍
22	러프	삼성	0.315	134	591	515	90	162	38	0	31	293	124	0	4	2017	infielder	60	4	12	107	14	0.569	0.396	0.965	46	0.379	0	69	112	138	0.81	9	0.56	4.09	0.254	106	0.32	2017_러프
23	박윤	넥센	0.313	9	18	16	2	5	1	0	0	6	0	0	0	2017	infielder	2	0	0	4	0	0.375	0.389	0.764	2	0	0	1	4	3	1.33	0	0.5	4.22	0.063	2.4	0.269	2017_박윤
24	윤석민	KT	0.312	142	586	538	90	168	30	1	20	260	105	0	7	2017	infielder	33	0	8	85	24	0.483	0.357	0.84	48	0.331	0.125	51	159	133	1.2	10	0.39	3.89	0.171	83.3	0.281	2017_윤석민
25	모창민	NC	0.312	136	527	474	64	148	25	3	17	230	90	3	9	2017	infielder	39	2	2	81	6	0.485	0.361	0.846	48	0.338	0.25	45	113	141	0.8	9	0.48	3.65	0.173	81.8	0.284	2017_모창민
26	정성훈	LG	0.312	115	321	276	32	86	14	0	6	118	30	1	2	2017	infielder	36	2	6	49	4	0.428	0.4	0.828	23	0.222	0.296	20	68	75	0.91	3	0.73	3.96	0.116	47.4	0.287	2017_정성훈
27	오선진	한화	0.31	65	209	184	23	57	11	0	2	74	21	4	2	2017	infielder	15	0	4	22	5	0.402	0.371	0.773	19	0.4	0	13	63	44	1.43	4	0.68	3.96	0.092	25.6	0.267	2017_오선진
28	김주찬	KIA	0.309	122	478	440	78	136	39	2	12	215	70	2	1	2017	infielder	31	0	4	59	17	0.489	0.359	0.848	39	0.322	0.25	53	122	124	0.98	5	0.53	3.49	0.18	68.1	0.284	2017_김주찬
29	최원준	KIA	0.308	72	174	156	27	48	15	0	3	72	27	3	3	2017	infielder	10	0	2	20	2	0.462	0.351	0.813	11	0.342	0.267	18	59	32	1.84	3	0.5	3.62	0.154	24.7	0.273	2017_최원준
30	오재일	두산	0.306	128	466	412	62	126	27	0	26	231	89	1	3	2017	infielder	45	0	5	80	5	0.561	0.378	0.939	29	0.315	0.333	53	72	137	0.53	5	0.56	3.9	0.255	83.2	0.31	2017_오재일
31	김재율	LG	0.304	75	198	181	21	55	9	0	6	82	28	4	1	2017	infielder	10	0	2	35	8	0.453	0.345	0.798	14	0.26	0.1	15	49	43	1.14	2	0.29	3.69	0.149	24.8	0.269	2017_김재율
32	강한울	삼성	0.303	135	448	412	58	125	9	3	0	140	24	9	1	2017	infielder	26	0	0	57	4	0.34	0.344	0.684	37	0.24	0.167	12	145	86	1.69	4	0.46	3.95	0.036	47.8	0.24	2017_강한울
33	번즈	롯데	0.303	116	468	423	71	128	38	0	15	211	57	2	3	2017	infielder	29	0	11	100	18	0.499	0.361	0.86	36	0.324	0	53	84	114	0.74	12	0.29	3.54	0.196	66.8	0.287	2017_번즈
34	김하성	넥센	0.302	141	601	526	90	159	36	3	23	270	114	2	7	2017	infielder	58	2	8	65	8	0.513	0.376	0.889	49	0.357	0.333	62	107	202	0.53	11	0.89	3.95	0.211	99.4	0.297	2017_김하성
35	최주환	두산	0.301	129	452	399	65	120	16	6	7	169	57	1	5	2017	infielder	38	1	9	58	10	0.424	0.37	0.794	31	0.308	0.2	29	108	118	0.92	3	0.66	3.95	0.123	61.7	0.273	2017_최주환
36	안주형	삼성	0.3	10	10	10	0	3	1	0	0	4	2	0	0	2017	infielder	0	0	0	1	0	0.4	0.3	0.7	1	0.286	0	1	4	2	2	0	0	5.7	0.1	0.9	0.235	2017_안주형
36	정현	KT	0.3	124	399	350	45	105	20	3	6	149	42	6	3	2017	infielder	18	0	22	69	14	0.426	0.369	0.795	26	0.28	0.25	29	88	91	0.97	2	0.26	3.7	0.126	51.4	0.273	2017_정현
38	스크럭스	NC	0.3	115	518	437	91	131	24	0	35	260	111	0	4	2017	infielder	65	2	12	134	9	0.595	0.402	0.997	38	0.305	0	59	92	84	1.1	13	0.49	4.27	0.295	99.9	0.33	2017_스크럭스
39	이호준	NC	0.299	77	187	164	13	49	10	0	7	80	36	1	3	2017	infielder	18	2	1	41	2	0.488	0.366	0.854	12	0.327	0.303	17	41	36	1.14	3	0.44	4.17	0.189	29.5	0.287	2017_이호준
40	강진성	NC	0.296	28	32	27	5	8	3	0	1	14	5	0	0	2017	infielder	4	0	1	4	1	0.519	0.406	0.925	0	0.25	0.313	4	8	7	1.14	0	1	4.13	0.222	5.2	0.312	2017_강진성
41	에반스	두산	0.296	138	581	514	82	152	19	0	27	252	90	0	3	2017	infielder	61	0	3	114	15	0.49	0.372	0.862	45	0.291	0.667	46	104	147	0.71	9	0.54	3.97	0.195	89.7	0.29	2017_에반스
42	김재호	두산	0.293	91	331	283	34	83	18	1	7	124	50	2	7	2017	infielder	36	1	3	52	6	0.438	0.371	0.809	19	0.292	0	26	49	106	0.46	5	0.69	4.18	0.145	48.7	0.276	2017_김재호
43	나주환	SK	0.291	122	452	419	69	122	24	1	19	205	65	8	1	2017	infielder	19	3	5	85	15	0.489	0.329	0.818	38	0.366	0.2	44	99	114	0.87	8	0.22	3.88	0.198	59.3	0.27	2017_나주환
44	최준석	롯데	0.291	125	464	409	43	119	15	0	14	176	82	0	5	2017	infielder	49	0	1	89	24	0.43	0.364	0.794	32	0.328	0.4	29	120	86	1.4	10	0.55	4.19	0.139	59.1	0.271	2017_최준석
